Companies,Categories,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Region,Segment,State,Discount,Profit,Sales,Shipping Cost,Target Sales
Santa cruz skateboard,Classic Longboard Skateboard,Los Angeles,United States,Alejandro Ballentine,USCA,AB-102554,22/07/2012,2012,CA-2011-122679,Medium,OFF-AR-10004757,West,Home Office,California,0,6.4944,19.7,1.37,26.1744
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Greg Guthrie,USCA,GG-146504,31/10/2012,2012,CA-2011-106439,High,OFF-AR-10001419,West,Corporate,California,0,3.717,12.4,1.78,8.673
Toy machine skateboard,Electric Skateboard,Los Angeles,United States,Tracy Collins,USCA,TC-215354,03/11/2012,2012,CA-2011-153619,Critical,OFF-AR-10001868,West,Home Office,California,0,3.36,6.7,1.6,10.08
Alien workshop,The Carve Skateboard,Los Angeles,United States,Arthur Prichep,USCA,AP-109154,11/11/2012,2012,CA-2011-105270,Low,OFF-AR-10003156,West,Consumer,California,0,7.9248,30.5,4.02,22.5552
Baker Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Richard Bierner,USCA,RB-194354,25/11/2012,2012,US-2011-144078,Medium,OFF-AR-10004707,West,Consumer,California,0,2.604,7.4,0.62,10.044
Girl skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Rob Lucas,USCA,RL-196154,05/12/2012,2012,CA-2011-133830,Medium,OFF-AR-10003045,West,Consumer,California,0,11.907,26.5,1.45,14.553
Element Skateboard,Electric Skateboard,Los Angeles,United States,Frank Preis,USCA,FP-143204,07/12/2012,2012,CA-2011-138737,Medium,OFF-AR-10003190,West,Consumer,California,0,2.4192,8.6,0.71,6.2208
zero skateboard,The Carve Skateboard,Los Angeles,United States,Michael Chen,USCA,MC-178454,20/12/2012,2012,CA-2011-156594,High,OFF-AR-10001725,West,Consumer,California,0,12.298,47.3,6.7,35.002
real skateboard,The Carve Skateboard,Los Angeles,United States,Michael Chen,USCA,MC-178454,20/12/2012,2012,CA-2011-156594,High,OFF-AR-10004269,West,Consumer,California,0,1.1564,4.1,0.68,5.2864
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Annie Zypern,USCA,AZ-107504,22/04/2013,2013,CA-2012-151253,High,OFF-AR-10004691,West,Consumer,California,0,16.6764,64.1,7.61,80.8164
Santa cruz skateboard,Classic Longboard Skateboard,Los Angeles,United States,Alan Barnes,USCA,AB-101654,25/06/2013,2013,CA-2012-115945,Medium,OFF-AR-10004062,West,Consumer,California,0,5.24,21,1.56,15.72
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Pauline Chand,USCA,PC-190004,01/08/2013,2013,CA-2012-153388,Medium,OFF-AR-10001868,West,Home Office,California,0,3.36,6.7,0.33,3.36
Toy machine skateboard,Electric Skateboard,Los Angeles,United States,George Bell,USCA,GB-145304,18/09/2013,2013,CA-2012-167745,Medium,OFF-AR-10003602,West,Corporate,California,0,5.4896,11.7,0.91,6.1904
Alien workshop,Electric Skateboard,Los Angeles,United States,Skye Norling,USCA,SN-205604,20/11/2013,2013,CA-2012-144652,Medium,OFF-AR-10003732,West,Home Office,California,0,5.0596,19.5,1.07,24.5196
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Darren Powers,USCA,DP-130004,24/11/2013,2013,CA-2012-105347,Medium,OFF-AR-10003045,West,Consumer,California,0,6.615,14.7,0.76,8.085
Baker Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Frank Carlisle,USCA,FC-142454,10/12/2013,2013,CA-2012-115693,Medium,OFF-AR-10003582,West,Home Office,California,0,15.764,56.3,4.99,72.064
Girl skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Paul Gonzalez,USCA,PG-188954,17/12/2013,2013,CA-2012-134117,Critical,OFF-AR-10003903,West,Consumer,California,0,53.261,204.9,72.45,151.589
Element Skateboard,Electric Skateboard,Los Angeles,United States,Paul Gonzalez,USCA,PG-188954,17/12/2013,2013,CA-2012-134117,Critical,OFF-AR-10001940,West,Consumer,California,0,7.052,16.4,2.73,23.452
zero skateboard,The Carve Skateboard,Los Angeles,United States,Henry Goldwyn,USCA,HG-149654,28/01/2014,2014,CA-2013-146437,Medium,OFF-AR-10000588,West,Corporate,California,0,10.3168,39.7,3.91,49.9968
real skateboard,The Carve Skateboard,Los Angeles,United States,Jas O'Carroll,USCA,JO-152804,20/04/2014,2014,US-2013-115819,Medium,OFF-AR-10000823,West,Consumer,California,0,1.5288,5.5,0.41,3.9312
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Jas O'Carroll,USCA,JO-152804,20/04/2014,2014,US-2013-115819,Medium,OFF-AR-10004456,West,Consumer,California,0,21.228,73.2,7.83,94.428
Santa cruz skateboard,Classic Longboard Skateboard,Los Angeles,United States,Pauline Webber,USCA,PW-190304,23/08/2014,2014,CA-2013-140256,Low,OFF-AR-10002255,West,Corporate,California,0,1.6704,5.8,0.52,4.0896
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Tom Stivers,USCA,TS-214304,27/08/2014,2014,US-2013-100405,Critical,OFF-AR-10000390,West,Corporate,California,0,3.7996,8.3,2.99,12.0596
Toy machine skateboard,Electric Skateboard,Los Angeles,United States,Lena Radford,USCA,LR-169154,03/09/2014,2014,CA-2013-126732,Medium,OFF-AR-10004752,West,Consumer,California,0,5.2332,18.7,1.73,13.4568
Alien workshop,Downhill Longboard Skateboard,Los Angeles,United States,Jim Sink,USCA,JS-156854,18/09/2014,2014,CA-2013-109806,Medium,OFF-AR-10004930,West,Corporate,California,0,6.633,20.1,1.44,13.467
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Carlos Soltero,USCA,CS-119504,22/10/2014,2014,CA-2013-161746,Medium,OFF-AR-10000390,West,Consumer,California,0,5.6994,12.4,0.09,6.6906
Girl skateboard,Classic Longboard Skateboard,Los Angeles,United States,Arianne Irving,USCA,AI-108554,11/11/2014,2014,CA-2013-158694,High,OFF-AR-10001227,West,Consumer,California,0,3.969,14.7,1.23,18.669
Element Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Tim Brockman,USCA,TB-212504,15/11/2014,2014,US-2013-112970,Critical,OFF-AR-10003829,West,Consumer,California,0,2.8536,9.8,2.71,6.9864
zero skateboard,Electric Skateboard,Los Angeles,United States,Maribeth Schnelling,USCA,MS-173654,27/11/2014,2014,CA-2013-107104,Medium,OFF-AR-10004269,West,Consumer,California,0,10.4076,37.2,1.58,47.5776
real skateboard,The Carve Skateboard,Los Angeles,United States,Fred Hopkins,USCA,FH-143654,02/12/2014,2014,CA-2013-104689,High,OFF-AR-10001149,West,Corporate,California,0,6.912,23,1.32,16.128
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Anne Pryor,USCA,AP-107204,07/12/2014,2014,US-2013-103674,Medium,OFF-AR-10004752,West,Home Office,California,0,5.2332,18.7,1.6,23.9232
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Mike Caudle,USCA,MC-181304,27/12/2014,2014,CA-2013-129868,Medium,OFF-AR-10001897,West,Corporate,California,0,15.1116,54,2.39,69.0816
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Tonja Turnell,USCA,TT-214604,16/01/2015,2015,CA-2014-160934,High,OFF-AR-10003504,West,Home Office,California,0,6.206,21.4,2,15.194
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Emily Ducich,USCA,ED-138854,20/02/2015,2015,CA-2014-134838,High,OFF-AR-10000634,West,Home Office,California,0,3.4668,12.8,0.83,16.3068
Baker Skateboard,Electric Skateboard,Los Angeles,United States,Sung Pak,USCA,SP-208604,05/03/2015,2015,CA-2014-110478,Medium,OFF-AR-10001573,West,Corporate,California,0,2.7028,9.3,0.7,12.0228
Girl skateboard,Electric Skateboard,Los Angeles,United States,Barry Pond,USCA,BP-110504,19/03/2015,2015,CA-2014-143084,Medium,OFF-AR-10002766,West,Corporate,California,0,3.753,13.9,0.56,17.653
Element Skateboard,The Carve Skateboard,Los Angeles,United States,Tom Boeckenhauer,USCA,TB-214004,31/03/2015,2015,US-2014-120117,High,OFF-AR-10000817,West,Consumer,California,0,2.0672,6.1,0.38,8.1472
zero skateboard,Classic Longboard Skateboard,Los Angeles,United States,Arthur Prichep,USCA,AP-109154,28/04/2015,2015,CA-2014-168228,High,OFF-AR-10001725,West,Consumer,California,0,12.298,47.3,10.4,59.598
real skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Arthur Prichep,USCA,AP-109154,28/04/2015,2015,CA-2014-168228,High,OFF-AR-10003373,West,Consumer,California,0,33.4584,123.9,18.3,90.4616
Plan B skateboard,Electric Skateboard,Los Angeles,United States,Arthur Prichep,USCA,AP-109154,28/04/2015,2015,CA-2014-168228,High,OFF-AR-10000390,West,Consumer,California,0,5.6994,12.4,2.53,18.0894
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Erin Ashbrook,USCA,EA-140354,01/05/2015,2015,CA-2014-154501,Medium,OFF-AR-10002804,West,Corporate,California,0,4.0098,9.8,0.21,13.7898
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Dorothy Dickinson,USCA,DD-135704,03/05/2015,2015,CA-2014-147844,Medium,OFF-AR-10001615,West,Consumer,California,0,15.4752,59.5,3.63,44.0448
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Rob Lucas,USCA,RL-196154,23/05/2015,2015,US-2014-151127,Medium,OFF-AR-10002445,West,Consumer,California,0,18.8328,49.6,5.26,68.3928
Alien workshop,Classic Longboard Skateboard,Los Angeles,United States,Ben Wallace,USCA,BW-112004,11/06/2015,2015,CA-2014-143343,Medium,OFF-AR-10002375,West,Consumer,California,0,4.756,16.4,1.49,11.644
Baker Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Stuart Calhoun,USCA,SC-208004,16/06/2015,2015,CA-2014-135167,Medium,OFF-AR-10002399,West,Consumer,California,0,1.7466,4.3,0.29,6.0066
Girl skateboard,Electric Skateboard,Los Angeles,United States,William Brown,USCA,WB-218504,30/06/2015,2015,CA-2014-138149,High,OFF-AR-10000255,West,Consumer,California,0,3.0368,11.7,2.05,14.7168
Element Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Liz Carlisle,USCA,LC-170504,10/09/2015,2015,CA-2014-137498,Medium,OFF-AR-10003829,West,Consumer,California,0,1.9024,6.6,0.2,8.4624
zero skateboard,The Carve Skateboard,Los Angeles,United States,Dave Poirier,USCA,DP-131054,20/09/2015,2015,CA-2014-102974,Medium,OFF-AR-10000914,West,Corporate,California,0,6.0632,23.3,1.41,29.3832
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Dave Poirier,USCA,DP-131054,20/09/2015,2015,CA-2014-102974,Medium,OFF-AR-10004956,West,Corporate,California,0,4.8546,16.7,0.88,11.8854
Plan B skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Sonia Cooley,USCA,SC-205754,30/09/2015,2015,US-2014-141509,Critical,OFF-AR-10002067,West,Consumer,California,0,25.792,99.2,4.52,124.992
Santa cruz skateboard,Electric Skateboard,Los Angeles,United States,Robert Waldorf,USCA,RW-196904,13/10/2015,2015,CA-2014-112431,High,OFF-AR-10000940,West,Consumer,California,0,1.5876,5.9,0.81,4.2924
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Zuschuss Carroll,USCA,ZC-219104,07/11/2015,2015,CA-2014-100013,Medium,OFF-AR-10001022,West,Consumer,California,0,1.7608,5.7,0.19,7.4408
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Joe Elijah,USCA,JE-157154,15/11/2015,2015,CA-2014-124261,Medium,OFF-AR-10003504,West,Consumer,California,0,9.9296,34.2,1.02,44.1696
Alien workshop,The Carve Skateboard,Los Angeles,United States,Alice McCarthy,USCA,AM-103604,03/12/2015,2015,CA-2014-109701,High,OFF-AR-10001868,West,Corporate,California,0,5.04,10.1,0.23,15.12
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Alyssa Tate,USCA,AT-104354,10/12/2015,2015,CA-2014-102407,Medium,OFF-AR-10000122,West,Home Office,California,0,2.79,11.2,1.5,13.95
Baker Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Emily Phan,USCA,EP-139154,19/12/2015,2015,CA-2014-102099,Medium,OFF-AR-10003811,West,Consumer,California,0,1.7901,6.6,1.05,8.4201
Girl skateboard,Electric Skateboard,Los Angeles,United States,Bradley Nguyen,USCA,BN-115154,22/12/2015,2015,CA-2014-163405,High,OFF-AR-10001246,West,Consumer,California,0,1.7052,5.9,0.66,4.1748
Element Skateboard,Electric Skateboard,Los Angeles,United States,Bradley Nguyen,USCA,BN-115154,22/12/2015,2015,CA-2014-163405,High,OFF-AR-10003811,West,Consumer,California,0,1.7901,6.6,0.29,8.4201
zero skateboard,The Carve Skateboard,Los Angeles,United States,Patrick O'Donnell,USCA,PO-188654,23/03/2012,2012,CA-2011-120838,High,OFF-ST-10000585,West,Consumer,California,0,85.904,330.4,34.62,244.496
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Paul Stevenson,USCA,PS-189704,15/04/2012,2012,US-2011-120740,Critical,OFF-AP-10000240,West,Home Office,California,0,31.0184,107,20.75,137.9784
Plan B skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Vicky Freymann,USCA,VF-217154,25/07/2012,2012,CA-2011-146528,High,OFF-SU-10002522,West,Home Office,California,0,4.5008,15.5,0.86,11.0192
Santa cruz skateboard,Electric Skateboard,Los Angeles,United States,Barry Blumstein,USCA,BB-109904,27/07/2012,2012,CA-2011-169642,Medium,OFF-ST-10002574,West,Corporate,California,0,0,276.3,32.27,276.28
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Todd Sumrall,USCA,TS-213704,28/10/2012,2012,CA-2011-101931,High,OFF-ST-10003442,West,Corporate,California,0,38.178,141.4,14.96,179.578
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Todd Sumrall,USCA,TS-213704,28/10/2012,2012,CA-2011-101931,High,OFF-SU-10000646,West,Corporate,California,0,14.4222,480.7,21.55,466.3178
Alien workshop,The Carve Skateboard,Los Angeles,United States,Todd Sumrall,USCA,TS-213704,28/10/2012,2012,CA-2011-101931,High,OFF-SU-10002301,West,Corporate,California,0,0.0628,6.3,1.41,6.3428
Baker Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Matt Abelman,USCA,MA-175604,11/11/2012,2012,CA-2011-140732,High,OFF-AP-10001626,West,Home Office,California,0,2.0228,7.8,0.92,9.8028
Girl skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Shahid Shariari,USCA,SS-204104,15/11/2012,2012,CA-2011-127558,Medium,OFF-SU-10002537,West,Consumer,California,0,5.3196,20.5,5.13,25.7796
Element Skateboard,Electric Skateboard,Los Angeles,United States,Justin Deggeller,USCA,JD-161504,16/11/2012,2012,CA-2011-119144,Critical,OFF-ST-10000991,West,Corporate,California,0,10.3473,344.9,89.84,355.2573
zero skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Sanjit Chand,USCA,SC-200954,23/11/2012,2012,US-2011-157385,Critical,OFF-EN-10003160,West,Consumer,California,0,10.4832,21.8,2.9,32.3232
real skateboard,The Carve Skateboard,Los Angeles,United States,Joni Blumstein,USCA,JB-159254,05/12/2012,2012,CA-2011-150203,High,OFF-AP-10001469,West,Consumer,California,0,72.5754,250.3,36.78,322.8354
Plan B skateboard,Classic Longboard Skateboard,Los Angeles,United States,Roland Schwarz,USCA,RS-197654,06/12/2012,2012,CA-2011-106726,Critical,OFF-ST-10001496,West,Corporate,California,0,327.9458,1261.3,506.49,1589.2758
Santa cruz skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Bart Pistole,USCA,BP-110954,19/12/2012,2012,CA-2011-162992,Medium,OFF-FA-10004248,West,Corporate,California,0,8.7945,22.6,2.33,31.3445
Chocolate skateboard,Electric Skateboard,Los Angeles,United States,Bart Pistole,USCA,BP-110954,19/12/2012,2012,CA-2011-162992,Medium,OFF-LA-10001934,West,Corporate,California,0,6.8714,14.6,1.2,7.7486
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Alyssa Tate,USCA,AT-104354,27/12/2012,2012,CA-2011-120243,High,OFF-LA-10004425,West,Home Office,California,0,5.4332,11.6,1.06,16.9932
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Justin MacKendrick,USCA,JM-161954,15/02/2013,2013,CA-2012-116092,Medium,OFF-AP-10001391,West,Consumer,California,0,157.0176,541.4,43.71,698.4576
Girl skateboard,The Carve Skateboard,Los Angeles,United States,Deanra Eno,USCA,DE-132554,18/04/2013,2013,CA-2012-142601,Medium,OFF-ST-10002756,West,Home Office,California,0,9.4717,947.2,36.83,956.6417
Element Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Cynthia Delaney,USCA,CD-127904,21/09/2013,2013,CA-2012-149972,High,OFF-FA-10002763,West,Home Office,California,0,2.528,7.9,1.9,10.428
zero skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Muhammed MacIntyre,USCA,MM-182804,22/09/2013,2013,CA-2012-168760,High,OFF-AP-10004532,West,Corporate,California,0,16.5888,61.4,15.69,44.8512
real skateboard,Electric Skateboard,Los Angeles,United States,Christopher Schild,USCA,CS-124004,02/10/2013,2013,US-2012-119312,Medium,OFF-ST-10000943,West,Home Office,California,0,75.6952,270.3,29.13,194.6448
Plan B skateboard,Electric Skateboard,Los Angeles,United States,Charlotte Melton,USCA,CM-121904,17/10/2013,2013,CA-2012-152527,Critical,OFF-ST-10003479,West,Consumer,California,0,3.894,77.9,18.46,81.774
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Nathan Gelder,USCA,NG-184304,22/11/2013,2013,CA-2012-137708,High,OFF-ST-10004634,West,Consumer,California,0,10.089,33.6,6.73,43.719
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Harry Marie,USCA,HM-148604,04/12/2013,2013,CA-2012-118871,Medium,OFF-EN-10003296,West,Corporate,California,0,122.148,271.4,34.62,149.292
Toy machine skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Karen Daniels,USCA,KD-162704,12/12/2013,2013,CA-2012-110870,High,OFF-SU-10001225,West,Consumer,California,0,0.5152,25.8,4.91,25.2448
Alien workshop,Electric Skateboard,Los Angeles,United States,Matt Collins,USCA,MC-175754,13/12/2013,2013,CA-2012-125423,Medium,OFF-LA-10001771,West,Consumer,California,0,4.5816,10,0.87,5.3784
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Lena Radford,USCA,LR-169154,03/01/2014,2014,CA-2013-125206,High,OFF-ST-10003692,West,Consumer,California,0,28.615,114.5,14.24,85.845
Girl skateboard,The Carve Skateboard,Los Angeles,United States,Matthew Clasen,USCA,MC-176354,21/02/2014,2014,CA-2013-139010,Medium,OFF-ST-10001809,West,Corporate,California,0,8.983,449.2,54.23,458.133
Element Skateboard,The Carve Skateboard,Los Angeles,United States,Chris Cortes,USCA,CC-122204,29/03/2014,2014,CA-2013-131380,Critical,OFF-ST-10002485,West,Consumer,California,0,0.8792,87.9,23.69,87.0408
zero skateboard,Classic Longboard Skateboard,Los Angeles,United States,Sanjit Chand,USCA,SC-200954,17/05/2014,2014,CA-2013-130638,Medium,OFF-LA-10002195,West,Consumer,California,0,13.3056,27.7,2,14.4144
real skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Darrin Van Huff,USCA,DV-130454,13/06/2014,2014,CA-2013-138688,High,OFF-LA-10000240,West,Corporate,California,0,6.8714,14.6,1.47,7.7486
Plan B skateboard,Electric Skateboard,Los Angeles,United States,Mike Vittorini,USCA,MV-181904,18/06/2014,2014,CA-2013-123512,Critical,OFF-LA-10000081,West,Consumer,California,0,10.8,22.5,3.7,33.3
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Adam Hart,USCA,AH-100754,27/06/2014,2014,CA-2013-144015,Critical,OFF-FA-10000624,West,Corporate,California,0,8.95,17.9,4.89,8.95
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Adam Hart,USCA,AH-100754,27/06/2014,2014,CA-2013-144015,Critical,OFF-SU-10003505,West,Corporate,California,0,11.586,231.7,43.08,220.134
Toy machine skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Guy Thornton,USCA,GT-147554,04/07/2014,2014,CA-2013-130029,High,OFF-FA-10001135,West,Consumer,California,0,0.0792,4,0.66,4.0392
Alien workshop,Electric Skateboard,Los Angeles,United States,Larry Blacks,USCA,LB-167354,26/07/2014,2014,CA-2013-111115,High,OFF-FA-10000624,West,Consumer,California,0,10.74,21.5,4.35,32.22
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Laura Armstrong,USCA,LA-167804,25/09/2014,2014,CA-2013-155187,Medium,OFF-ST-10000642,West,Corporate,California,0,2.9372,42,2.92,39.0228
